fiscal_year,state,district,survey,headcount_ratio,intensity,mpi,unit,note
2019-21,Tamil Nadu,Thiruvarur,NFHS-5,2.76,38.27,0.011,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tamil Nadu,Thoothukkudi (Tuticorin),NFHS-5,2.69,40.01,0.011,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tamil Nadu,Tiruchirappalli,NFHS-5,2.92,37.87,0.011,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tamil Nadu,Tirunelveli,NFHS-5,1.96,38.4,0.008,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tamil Nadu,Tiruppur,NFHS-5,1.94,37.22,0.007,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tamil Nadu,Tiruvannamalai,NFHS-5,2.37,41.54,0.01,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tamil Nadu,Vellore,NFHS-5,1.09,35.99,0.004,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tamil Nadu,Villupuram,NFHS-5,3.62,41.41,0.015,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Tamil Nadu,Virudhunagar,NFHS-5,3.02,36.62,0.011,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Anugul,NFHS-5,13.87,43.94,0.061,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Balangir,NFHS-5,9.52,42.01,0.04,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Baleshwar,NFHS-5,14.21,43.04,0.061,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Bargarh,NFHS-5,11.51,39.29,0.045,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Baudh (Boudh),NFHS-5,16.27,41.88,0.068,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Bhadrak,NFHS-5,16.6,39.8,0.066,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Cuttack,NFHS-5,6.31,39.26,0.025,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Deogarh,NFHS-5,16.56,42.41,0.07,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Dhenkanal,NFHS-5,15.98,42.82,0.068,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Gajapati,NFHS-5,28.14,45.6,0.128,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Ganjam,NFHS-5,6.31,45.35,0.029,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Jagatsinghapur,NFHS-5,3.53,41.6,0.015,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Jajapur,NFHS-5,14.1,42.79,0.06,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Jharsuguda,NFHS-5,7.09,39,0.028,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Kalahandi,NFHS-5,19.47,42.44,0.083,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Kandhamal,NFHS-5,25.3,44.54,0.113,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Kendrapara,NFHS-5,8.9,40.78,0.036,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Kendujhar,NFHS-5,26.76,48.01,0.128,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Khordha,NFHS-5,3.95,42.55,0.017,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Koraput,NFHS-5,33.54,46.9,0.157,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Malkangiri,NFHS-5,45.01,49.5,0.223,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Mayurbhanj,NFHS-5,30.57,45.73,0.14,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Nabarangpur,NFHS-5,33.45,46.92,0.157,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Nayagarh,NFHS-5,6.63,42.6,0.028,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Nuapada,NFHS-5,20.19,43.17,0.087,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Puri,NFHS-5,3.29,40.47,0.013,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Rayagada,NFHS-5,34.03,48.42,0.165,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Sambalpur,NFHS-5,10.05,40.9,0.041,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Sonepur,NFHS-5,8.68,40.36,0.035,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Odisha,Sundargarh,NFHS-5,14.77,42.13,0.062,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Ajmer,NFHS-5,9.87,41.28,0.041,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Alwar,NFHS-5,20.93,42.76,0.089,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Banswara,NFHS-5,27.45,45,0.124,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Baran,NFHS-5,16.29,43.8,0.071,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Barmer,NFHS-5,20.64,42.07,0.087,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Bharatpur,NFHS-5,23.88,43.87,0.105,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Bhilwara,NFHS-5,14.93,42.91,0.064,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Bikaner,NFHS-5,17.7,44.05,0.078,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Bundi,NFHS-5,18.88,43.72,0.083,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Chittorgarh,NFHS-5,13.11,42.18,0.055,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Churu,NFHS-5,17.32,41.49,0.072,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Dausa,NFHS-5,14.32,40.21,0.058,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Dholpur,NFHS-5,26.65,43.02,0.115,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Dungarpur,NFHS-5,17.44,42.74,0.075,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Ganganagar,NFHS-5,9.43,41.39,0.039,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Hanumangarh,NFHS-5,10.08,40.13,0.04,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Jaipur,NFHS-5,7.4,38.19,0.028,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Jaisalmer,NFHS-5,22.36,46.84,0.105,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Jalore,NFHS-5,17.02,41.91,0.071,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Jhalawar,NFHS-5,16.07,42.26,0.068,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Jhunjhunu,NFHS-5,9.32,37.85,0.035,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Jodhpur,NFHS-5,17.02,45.07,0.077,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Karauli,NFHS-5,26.25,43.18,0.113,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Kota,NFHS-5,5.59,41.61,0.023,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Nagaur,NFHS-5,13.08,41.04,0.054,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Pali,NFHS-5,9.41,42.24,0.04,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Pratapgarh,NFHS-5,29.68,45.09,0.134,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Rajsamand,NFHS-5,12.96,42.17,0.055,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Sawai Madhopur,NFHS-5,18.66,42.69,0.08,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Sikar,NFHS-5,9.09,41.7,0.038,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Sirohi,NFHS-5,19.62,47.36,0.093,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Tonk,NFHS-5,14.72,40.27,0.059,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Rajasthan,Udaipur,NFHS-5,14.45,43.63,0.063,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Agra,NFHS-5,18.2,44.16,0.08,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Aligarh,NFHS-5,22,43.25,0.095,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Allahabad (Prayagraj),NFHS-5,21.21,44.48,0.094,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Ambedkar Nagar,NFHS-5,21,40.42,0.085,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Amethi,NFHS-5,28.96,45.06,0.131,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Auraiya,NFHS-5,19.28,43.61,0.084,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Azamgarh,NFHS-5,17.14,41.68,0.071,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Baghpat,NFHS-5,13.64,43.96,0.06,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Bahraich,NFHS-5,54.44,52.42,0.285,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Ballia,NFHS-5,19.97,43.35,0.087,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Balrampur,NFHS-5,41.55,50.26,0.209,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Banda,NFHS-5,33.8,45.59,0.154,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Barabanki,NFHS-5,31.68,45.88,0.145,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Bareilly,NFHS-5,23.39,45.35,0.106,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Basti,NFHS-5,19.89,43.59,0.087,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Bijnor,NFHS-5,16.42,42.57,0.07,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Budaun,NFHS-5,40.37,46.58,0.188,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Bulandshahr,NFHS-5,17.44,42.22,0.074,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Chandauli,NFHS-5,25.41,44.5,0.113,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Chitrakoot,NFHS-5,31.41,44.98,0.141,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Deoria,NFHS-5,16.09,42.41,0.068,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Etah,NFHS-5,25.63,43.03,0.11,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Etawah,NFHS-5,15.99,40.12,0.064,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Faizabad (Ayodhya),NFHS-5,17.79,43.91,0.078,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Farrukhabad,NFHS-5,25.44,43.86,0.112,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Fatehpur,NFHS-5,27.38,44.76,0.123,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Firozabad,NFHS-5,19.06,42.08,0.08,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Gautam Buddha Nagar,NFHS-5,12.16,39.82,0.048,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Ghaziabad,NFHS-5,6.93,43.25,0.03,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Ghazipur,NFHS-5,18.22,40.17,0.073,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Gonda,NFHS-5,29.71,45.54,0.135,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Gorakhpur,NFHS-5,15.83,43.63,0.069,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Hamirpur,NFHS-5,17.29,41.32,0.071,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Hapur,NFHS-5,12.6,42.44,0.053,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Hardoi,NFHS-5,34.14,45.5,0.155,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Jalaun,NFHS-5,18.12,42.41,0.077,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Jaunpur,NFHS-5,16.13,39.91,0.064,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Jhansi,NFHS-5,15.14,41.62,0.063,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Jyotiba Phule Nagar (Amroha),NFHS-5,21.11,45.47,0.096,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Kannauj,NFHS-5,28.9,42.84,0.124,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Kanpur Dehat,NFHS-5,20.68,43.86,0.091,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Kanpur Nagar,NFHS-5,9.11,43.33,0.039,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Kasganj,NFHS-5,31.43,45.14,0.142,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Kaushambi,NFHS-5,30.31,47.37,0.144,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Kheri,NFHS-5,34.73,45.9,0.159,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Kushi Nagar,NFHS-5,20.54,44.44,0.091,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Lalitpur,NFHS-5,29.98,43.77,0.131,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Lucknow,NFHS-5,8.48,41.88,0.036,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Mahamaya Nagar (Hathras),NFHS-5,22.39,42.84,0.096,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Mahoba,NFHS-5,23.81,43.13,0.103,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Mahrajganj,NFHS-5,19.47,43.64,0.085,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Mainpuri,NFHS-5,18.03,42.43,0.077,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Mathura,NFHS-5,22.42,43.17,0.097,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Mau,NFHS-5,13.36,41.79,0.056,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Meerut,NFHS-5,13.24,44.88,0.059,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Mirzapur,NFHS-5,22,43.27,0.095,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Moradabad,NFHS-5,17.8,45.54,0.081,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Muzaffarnagar,NFHS-5,12.91,45.49,0.059,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Pilibhit,NFHS-5,22.54,43.51,0.098,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Pratapgarh,NFHS-5,21.29,43.34,0.092,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Rae Bareli,NFHS-5,22.37,43.53,0.097,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Rampur,NFHS-5,23.03,44.89,0.103,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Saharanpur,NFHS-5,17.86,43.9,0.078,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Sambhal,NFHS-5,35.06,46.63,0.164,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Sant Kabeer Nagar,NFHS-5,22.57,44.81,0.101,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),NFHS-5,22.04,42.71,0.094,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Shahjahanpur,NFHS-5,32.57,44.84,0.146,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Shamli,NFHS-5,22.45,45.51,0.102,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Shravasti,NFHS-5,49.62,50.18,0.249,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Siddharth Nagar,NFHS-5,37.67,47.64,0.179,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Sitapur,NFHS-5,40.15,47.1,0.189,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Sonbhadra,NFHS-5,30.55,46.17,0.141,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Sultanpur,NFHS-5,22.32,41.8,0.093,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Unnao,NFHS-5,22.96,46.56,0.107,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Uttar Pradesh,Varanasi,NFHS-5,15.26,43,0.066,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Adilabad,NFHS-5,14.24,44.82,0.064,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Bhadradri Kothagudem,NFHS-5,4.33,39.79,0.017,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Hyderabad,NFHS-5,2.52,36.17,0.009,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Jagitial,NFHS-5,4.77,44.58,0.021,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Jangoan,NFHS-5,2.91,37.82,0.011,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Jayashankar Bhupalapally,NFHS-5,6.33,42.01,0.027,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Jogulamba Gadwal,NFHS-5,15.37,41.24,0.063,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Kamareddy,NFHS-5,11.9,41.48,0.049,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Karimnagar,NFHS-5,2.5,39.98,0.01,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Khammam,NFHS-5,3.18,43.8,0.014,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Kumuram Bheem Asifabad,NFHS-5,16.59,42.97,0.071,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Mahabubabad,NFHS-5,6.45,38.39,0.025,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Mahabubnagar,NFHS-5,10.27,40.35,0.041,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Mancherial,NFHS-5,4.43,40.12,0.018,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Medak,NFHS-5,9.34,39.49,0.037,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Medchal-Malkajgiri,NFHS-5,3.06,38.56,0.012,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Nagarkurnool,NFHS-5,5.95,41.11,0.024,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Nalgonda,NFHS-5,4.4,39.48,0.017,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Nirmal,NFHS-5,7.14,41.69,0.03,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Nizamabad,NFHS-5,6.76,40.96,0.028,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Peddapalli,NFHS-5,2.17,37.36,0.008,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Rajanna Sircilla,NFHS-5,3.68,39.57,0.015,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Ranga Reddy,NFHS-5,3.83,41.66,0.016,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Sangareddy,NFHS-5,7.09,42.48,0.03,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Siddipet,NFHS-5,3.39,38.29,0.013,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Suryapet,NFHS-5,3.89,39.35,0.015,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Vikarabad,NFHS-5,12.5,39.75,0.05,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Wanaparthy,NFHS-5,8.86,43.06,0.038,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Warangal,NFHS-5,,,,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Warangal Rural,NFHS-5,6.45,38.95,0.025,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Warangal Urban,NFHS-5,2.41,39.4,0.01,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Telangana,Yadadri Bhuvanagiri,NFHS-5,4.24,37.19,0.016,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Sikkim,Gangtok,NFHS-5,2.12,39.46,0.008,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Sikkim,Gyalshing,NFHS-5,2.77,40.83,0.011,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Sikkim,Mangan,NFHS-5,5.17,41.38,0.021,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Sikkim,Namchi,NFHS-5,2.9,43.27,0.013,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Nagaland,Dimapur,NFHS-5,7.23,43.98,0.032,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Nagaland,Kiphire,NFHS-5,28.19,44.97,0.127,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Nagaland,Kohima,NFHS-5,6.5,38.21,0.025,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Nagaland,Longleng,NFHS-5,26.9,43.91,0.118,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Nagaland,Mokokchung,NFHS-5,7.22,39.45,0.028,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Nagaland,Mon,NFHS-5,22.95,42.77,0.098,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Nagaland,Peren,NFHS-5,17.46,44.55,0.078,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Nagaland,Phek,NFHS-5,17.28,41.55,0.072,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Nagaland,Tuensang,NFHS-5,29.21,43.26,0.126,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Nagaland,Wokha,NFHS-5,11.99,39.13,0.047,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Nagaland,Zunheboto,NFHS-5,20.31,42.21,0.086,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Amritsar,NFHS-5,3.37,40.75,0.014,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Barnala,NFHS-5,5.49,42.66,0.023,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Bathinda,NFHS-5,8.03,40.59,0.033,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Faridkot,NFHS-5,6.04,41.93,0.025,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Fatehgarh Sahib,NFHS-5,3.1,38.9,0.012,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Fazilka,NFHS-5,8.45,42.8,0.036,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
2019-21,Punjab,Ferozepur,NFHS-5,8.42,43.38,0.037,headcount_ratio and intensity in Percentage and mpi in Absolute Numbers,
