fiscal_year,year,month,state,category,tax_type,amount,unit,notes
2019-20,2019,October,Goa,GST collected from State,SGST,107.5134853,amount in rupees crores,
2019-20,2019,October,Meghalaya,GST collected from State,SGST,27.1344844,amount in rupees crores,
2019-20,2019,October,Tripura,GST collected from State,SGST,29.0884606,amount in rupees crores,
2019-20,2019,October,Mizoram,GST collected from State,SGST,9.9292085,amount in rupees crores,
2019-20,2019,October,Puducherry,GST collected from State,CGST,19.5715143,amount in rupees crores,
2019-20,2019,October,West Bengal,GST collected from State,CESS,339.74943,amount in rupees crores,
2019-20,2019,October,Kerala,GST collected from State,CGST,490.2958122,amount in rupees crores,
2019-20,2019,October,Chandigarh,GST collected from State,CGST,27.8944797,amount in rupees crores,
2019-20,2019,October,Bihar,GST collected from State,CGST,248.994899,amount in rupees crores,
2019-20,2019,October,Uttar Pradesh,GST collected from State,CGST,1080.6141159,amount in rupees crores,
2019-20,2019,October,Rajasthan,GST collected from State,CGST,654.8682502,amount in rupees crores,
2019-20,2019,October,Delhi,GST collected from State,CGST,717.5635518,amount in rupees crores,
2019-20,2019,October,Kerala,GST collected from State,SGST,765.84616,amount in rupees crores,
2019-20,2019,October,Haryana,GST collected from State,CGST,752.4717456,amount in rupees crores,
2019-20,2019,October,Uttarakhand,GST collected from State,CGST,204.307502,amount in rupees crores,
2019-20,2019,October,Punjab,GST collected from State,CGST,281.5166703,amount in rupees crores,
2019-20,2019,October,Lakshadweep,GST collected from State,CGST,1.0505257,amount in rupees crores,
2019-20,2019,October,Himachal Pradesh,GST collected from State,CGST,96.9505184,amount in rupees crores,
2019-20,2019,October,Jammu and Kashmir,GST collected from State,CGST,77.0920285,amount in rupees crores,
2019-20,2019,October,Jharkhand,GST collected from State,CESS,334.6928709,amount in rupees crores,
2019-20,2019,October,All India,GST collected from State,CESS,6832.8275404000005,amount in rupees crores,
2019-20,2019,October,All India,GST collected from State,CGST,17581.3424715,amount in rupees crores,
2019-20,2019,October,All India,GST collected from State,IGST,25071.0861574,amount in rupees crores,
2019-20,2019,October,All India,GST collected from State,SGST,23673.8022863,amount in rupees crores,
2019-20,2019,October,Sikkim,GST collected from State,CGST,9.7449648,amount in rupees crores,
2019-20,2019,October,Arunachal Pradesh,GST collected from State,CGST,15.6954912,amount in rupees crores,
2019-20,2019,October,Nagaland,GST collected from State,CGST,7.8976867,amount in rupees crores,
2019-20,2019,October,Manipur,GST collected from State,CGST,16.2485567,amount in rupees crores,
2019-20,2019,October,Goa,GST collected from State,CGST,76.1603934,amount in rupees crores,
2019-20,2019,October,Karnataka,GST collected from State,CGST,1613.986375,amount in rupees crores,
2019-20,2019,October,Maharashtra,GST collected from State,CGST,3947.7365698,amount in rupees crores,
2019-20,2019,October,Dadra and Nagar Haveli,GST collected from State,CGST,16.2256617,amount in rupees crores,
2019-20,2019,October,Daman and Diu,GST collected from State,CGST,7.6565644,amount in rupees crores,
2019-20,2019,October,Gujarat,GST collected from State,CGST,1634.8568363,amount in rupees crores,
2019-20,2019,October,Madhya Pradesh,GST collected from State,CGST,464.1250509,amount in rupees crores,
2019-20,2019,October,Chhattisgarh,GST collected from State,CGST,312.6373566,amount in rupees crores,
2019-20,2019,October,Odisha,GST collected from State,CGST,486.8617344,amount in rupees crores,
2019-20,2019,October,Jharkhand,GST collected from State,CGST,289.1943904,amount in rupees crores,
2019-20,2019,October,West Bengal,GST collected from State,CGST,940.1661023,amount in rupees crores,
2019-20,2019,October,Assam,GST collected from State,CGST,262.5121989,amount in rupees crores,
2019-20,2019,October,Meghalaya,GST collected from State,CGST,18.3807048,amount in rupees crores,
2019-20,2019,October,Tripura,GST collected from State,CGST,20.4050093,amount in rupees crores,
2019-20,2019,October,Mizoram,GST collected from State,CGST,5.2367282,amount in rupees crores,
2019-20,2019,October,Lakshadweep,GST collected from State,SGST,1.3795629,amount in rupees crores,
2019-20,2019,October,Madhya Pradesh,GST collected from State,CESS,389.934874,amount in rupees crores,
2019-20,2019,October,Tamil Nadu,GST collected from State,SGST,2128.5467436,amount in rupees crores,
2019-20,2019,October,Delhi,GST collected from State,CESS,86.0721604,amount in rupees crores,
2019-20,2019,October,Mizoram,GST collected from State,CESS,0.1707249,amount in rupees crores,
2019-20,2019,October,Manipur,GST collected from State,CESS,0.100148,amount in rupees crores,
2019-20,2019,October,Nagaland,GST collected from State,CESS,0.0935659,amount in rupees crores,
2019-20,2019,October,Arunachal Pradesh,GST collected from State,CESS,0.3425922,amount in rupees crores,
2019-20,2019,October,Sikkim,GST collected from State,CESS,0.0641593,amount in rupees crores,
2019-20,2019,October,Bihar,GST collected from State,CESS,181.222317,amount in rupees crores,
2019-20,2019,October,Uttar Pradesh,GST collected from State,CESS,1056.8590414,amount in rupees crores,
2019-20,2019,October,Rajasthan,GST collected from State,CESS,110.4701587,amount in rupees crores,
2019-20,2019,October,Haryana,GST collected from State,CESS,299.8067493,amount in rupees crores,
2019-20,2019,October,Telangana,GST collected from State,IGST,980.6519356,amount in rupees crores,
2019-20,2019,October,Uttarakhand,GST collected from State,CESS,12.0344515,amount in rupees crores,
2019-20,2019,October,Chandigarh,GST collected from State,CESS,0.3612022,amount in rupees crores,
2019-20,2019,October,Punjab,GST collected from State,CESS,15.2381808,amount in rupees crores,
2019-20,2019,October,Himachal Pradesh,GST collected from State,CESS,1.0358541,amount in rupees crores,
2019-20,2019,October,Jammu and Kashmir,GST collected from State,CESS,3.2200003,amount in rupees crores,
2019-20,2019,October,Central Jurisdiction,GST collected from State,IGST,97.3280466,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,October,Other Territory,GST collected from State,IGST,109.5207268,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,October,Ladakh,GST collected from State,IGST,0.0,amount in rupees crores,
2019-20,2019,October,Tripura,GST collected from State,CESS,0.054956,amount in rupees crores,
2019-20,2019,October,Meghalaya,GST collected from State,CESS,0.0111284,amount in rupees crores,
2019-20,2019,October,Central Jurisdiction,GST collected from State,CESS,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,October,Other Territory,GST collected from State,CESS,0.0010547,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,October,Puducherry,GST collected from State,CESS,0.8715687,amount in rupees crores,
2019-20,2019,October,Puducherry,GST collected from State,SGST,30.7285493,amount in rupees crores,
2019-20,2019,October,Tamil Nadu,GST collected from State,CESS,577.1016004,amount in rupees crores,
2019-20,2019,October,Kerala,GST collected from State,CESS,11.9705489,amount in rupees crores,
2019-20,2019,October,Lakshadweep,GST collected from State,CESS,0.0,amount in rupees crores,
2019-20,2019,October,Goa,GST collected from State,CESS,1.0007454,amount in rupees crores,
2019-20,2019,October,Karnataka,GST collected from State,CESS,828.6278946,amount in rupees crores,
2019-20,2019,October,Maharashtra,GST collected from State,CESS,858.8228702,amount in rupees crores,
2019-20,2019,October,Dadra and Nagar Haveli,GST collected from State,CESS,0.0790292,amount in rupees crores,
2019-20,2019,October,Gujarat,GST collected from State,CESS,385.659715,amount in rupees crores,
2019-20,2019,October,Assam,GST collected from State,CESS,46.4206545,amount in rupees crores,
2019-20,2019,October,Chhattisgarh,GST collected from State,CESS,364.9408117,amount in rupees crores,
2019-20,2019,October,Odisha,GST collected from State,CESS,319.7845294,amount in rupees crores,
2019-20,2019,October,Andaman and Nicobar Islands,GST collected from State,CESS,0.0122928,amount in rupees crores,
2019-20,2019,October,Telangana,GST collected from State,CESS,474.1270885,amount in rupees crores,
2019-20,2019,October,Andhra Pradesh,GST collected from State,CESS,131.8467959,amount in rupees crores,
2019-20,2019,October,Ladakh,GST collected from State,CESS,0.0,amount in rupees crores,
2019-20,2019,October,Andhra Pradesh,GST collected from State,IGST,716.395794,amount in rupees crores,
2019-20,2019,October,Daman and Diu,GST collected from State,CESS,0.0257752,amount in rupees crores,
2019-20,2019,October,Andaman and Nicobar Islands,GST collected from State,IGST,2.9055995,amount in rupees crores,
2019-20,2019,October,Nagaland,GST collected from State,IGST,6.1145834,amount in rupees crores,
2019-20,2019,October,Sikkim,GST collected from State,IGST,163.1753262,amount in rupees crores,
2019-20,2019,October,Bihar,GST collected from State,IGST,107.1523092,amount in rupees crores,
2019-20,2019,October,Uttar Pradesh,GST collected from State,IGST,1309.4819503,amount in rupees crores,
2019-20,2019,October,Rajasthan,GST collected from State,IGST,750.1233636,amount in rupees crores,
2019-20,2019,October,Andaman and Nicobar Islands,GST collected from State,SGST,16.090996,amount in rupees crores,
2019-20,2019,October,Delhi,GST collected from State,IGST,1720.7669458,amount in rupees crores,
2019-20,2019,October,Haryana,GST collected from State,IGST,2437.3896027,amount in rupees crores,
2019-20,2019,October,Uttarakhand,GST collected from State,IGST,620.9227064,amount in rupees crores,
2019-20,2019,October,Chandigarh,GST collected from State,IGST,88.3514217,amount in rupees crores,
2019-20,2019,October,Punjab,GST collected from State,IGST,412.4936722,amount in rupees crores,
2019-20,2019,October,Jammu and Kashmir,GST collected from State,IGST,109.5794818,amount in rupees crores,
2019-20,2019,October,Central Jurisdiction,GST collected from State,SGST,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,October,Other Territory,GST collected from State,SGST,9.7097298,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,October,Ladakh,GST collected from State,SGST,0.0,amount in rupees crores,
2019-20,2019,October,Andhra Pradesh,GST collected from State,SGST,656.5669413,amount in rupees crores,
2019-20,2019,October,Telangana,GST collected from State,SGST,1010.3297905,amount in rupees crores,
2019-20,2019,October,Puducherry,GST collected from State,IGST,94.5631402,amount in rupees crores,
2019-20,2019,October,Arunachal Pradesh,GST collected from State,IGST,4.1953213,amount in rupees crores,
2019-20,2019,October,Himachal Pradesh,GST collected from State,IGST,427.6776986,amount in rupees crores,
2019-20,2019,October,Manipur,GST collected from State,IGST,2.1253055,amount in rupees crores,
2019-20,2019,October,Chhattisgarh,GST collected from State,IGST,496.8538455,amount in rupees crores,
2019-20,2019,October,Mizoram,GST collected from State,IGST,3.0398383,amount in rupees crores,
2019-20,2019,October,Kerala,GST collected from State,IGST,281.0727808,amount in rupees crores,
2019-20,2019,October,Lakshadweep,GST collected from State,IGST,0.0366216,amount in rupees crores,
2019-20,2019,October,Goa,GST collected from State,IGST,126.4821954,amount in rupees crores,
2019-20,2019,October,Karnataka,GST collected from State,IGST,2089.6650877,amount in rupees crores,
2019-20,2019,October,Dadra and Nagar Haveli,GST collected from State,IGST,92.6791296,amount in rupees crores,
2019-20,2019,October,Daman and Diu,GST collected from State,IGST,64.2016574,amount in rupees crores,
2019-20,2019,October,Gujarat,GST collected from State,IGST,1850.6120927,amount in rupees crores,
2019-20,2019,October,Madhya Pradesh,GST collected from State,IGST,559.5311651,amount in rupees crores,
2019-20,2019,October,Maharashtra,GST collected from State,IGST,5484.4935235,amount in rupees crores,
2019-20,2019,October,Odisha,GST collected from State,IGST,559.470338,amount in rupees crores,
2019-20,2019,October,Jharkhand,GST collected from State,IGST,412.6837835,amount in rupees crores,
2019-20,2019,October,Tripura,GST collected from State,IGST,4.8708847,amount in rupees crores,
2019-20,2019,October,Meghalaya,GST collected from State,IGST,67.3683942,amount in rupees crores,
2019-20,2019,October,Assam,GST collected from State,IGST,221.8632596,amount in rupees crores,
2019-20,2019,October,West Bengal,GST collected from State,IGST,718.8718958,amount in rupees crores,
2019-20,2019,October,Tamil Nadu,GST collected from State,IGST,1876.3747326,amount in rupees crores,
2019-20,2019,September,Arunachal Pradesh,GST collected from State,SGST,23.0806254,amount in rupees crores,
2019-20,2019,September,Uttarakhand,GST collected from State,SGST,286.2889423,amount in rupees crores,
2019-20,2019,September,Sikkim,GST collected from State,SGST,16.2274138,amount in rupees crores,
2019-20,2019,September,Bihar,GST collected from State,SGST,447.6602417,amount in rupees crores,
2019-20,2019,September,Uttar Pradesh,GST collected from State,SGST,1616.0709389,amount in rupees crores,
2019-20,2019,September,Rajasthan,GST collected from State,SGST,839.7330702,amount in rupees crores,
2019-20,2019,September,Delhi,GST collected from State,SGST,924.2038585,amount in rupees crores,
2019-20,2019,September,Haryana,GST collected from State,SGST,1053.4304945,amount in rupees crores,
2019-20,2019,September,Other Territory,GST collected from State,CGST,4.7315619,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,September,Telangana,GST collected from State,CGST,655.5202434,amount in rupees crores,
2019-20,2019,September,Chandigarh,GST collected from State,SGST,41.2643866,amount in rupees crores,
2019-20,2019,September,Punjab,GST collected from State,SGST,473.052237,amount in rupees crores,
2019-20,2019,September,Ladakh,GST collected from State,CGST,0.0,amount in rupees crores,
2019-20,2019,September,Jammu and Kashmir,GST collected from State,SGST,99.4328313,amount in rupees crores,
2019-20,2019,September,Andhra Pradesh,GST collected from State,CGST,473.7393362,amount in rupees crores,
2019-20,2019,September,Central Jurisdiction,GST collected from State,CGST,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,September,Himachal Pradesh,GST collected from State,SGST,135.0352418,amount in rupees crores,
2019-20,2019,September,Jharkhand,GST collected from State,SGST,374.9275667,amount in rupees crores,
2019-20,2019,September,Nagaland,GST collected from State,SGST,9.2768116,amount in rupees crores,
2019-20,2019,September,Madhya Pradesh,GST collected from State,SGST,613.7111781,amount in rupees crores,
2019-20,2019,September,Karnataka,GST collected from State,SGST,2061.7573023,amount in rupees crores,
2019-20,2019,September,Maharashtra,GST collected from State,SGST,4405.434788,amount in rupees crores,
2019-20,2019,September,Dadra and Nagar Haveli,GST collected from State,SGST,21.8634388,amount in rupees crores,
2019-20,2019,September,Daman and Diu,GST collected from State,SGST,11.9714822,amount in rupees crores,
2019-20,2019,September,Puducherry,GST collected from State,CGST,18.5078661,amount in rupees crores,
2019-20,2019,September,Gujarat,GST collected from State,SGST,1932.1249865,amount in rupees crores,
2019-20,2019,September,Chhattisgarh,GST collected from State,SGST,375.2033189,amount in rupees crores,
2019-20,2019,September,Manipur,GST collected from State,SGST,23.3427562,amount in rupees crores,
2019-20,2019,September,Odisha,GST collected from State,SGST,610.1892031,amount in rupees crores,
2019-20,2019,September,West Bengal,GST collected from State,SGST,1263.3729739,amount in rupees crores,
2019-20,2019,September,Assam,GST collected from State,SGST,324.17183,amount in rupees crores,
2019-20,2019,September,Meghalaya,GST collected from State,SGST,20.8182969,amount in rupees crores,
2019-20,2019,September,Tripura,GST collected from State,SGST,26.5790278,amount in rupees crores,
2019-20,2019,September,Mizoram,GST collected from State,SGST,10.0415011,amount in rupees crores,
2019-20,2019,September,Andaman and Nicobar Islands,GST collected from State,CGST,6.5794703,amount in rupees crores,
2019-20,2019,September,Nagaland,GST collected from State,CGST,6.423618,amount in rupees crores,
2019-20,2019,September,Tamil Nadu,GST collected from State,CGST,1475.5297769,amount in rupees crores,
2019-20,2019,September,Arunachal Pradesh,GST collected from State,CGST,17.569978,amount in rupees crores,
2019-20,2019,September,Bihar,GST collected from State,CGST,246.1244161,amount in rupees crores,
2019-20,2019,September,Uttar Pradesh,GST collected from State,CGST,1056.040522,amount in rupees crores,
2019-20,2019,September,Rajasthan,GST collected from State,CGST,621.8037752,amount in rupees crores,
2019-20,2019,September,Delhi,GST collected from State,CGST,707.0305268,amount in rupees crores,
2019-20,2019,September,Haryana,GST collected from State,CGST,720.3060181,amount in rupees crores,
2019-20,2019,September,Uttarakhand,GST collected from State,CGST,185.8949099,amount in rupees crores,
2019-20,2019,September,Chandigarh,GST collected from State,CGST,28.6843051,amount in rupees crores,
2019-20,2019,September,Punjab,GST collected from State,CGST,275.2815163,amount in rupees crores,
2019-20,2019,September,Himachal Pradesh,GST collected from State,CGST,89.3240336,amount in rupees crores,
2019-20,2019,September,Jammu and Kashmir,GST collected from State,CGST,62.1188743,amount in rupees crores,
2019-20,2019,September,Kerala,GST collected from State,SGST,687.1916188,amount in rupees crores,
2019-20,2019,September,All India,GST collected from State,CESS,6891.844513200001,amount in rupees crores,
2019-20,2019,September,All India,GST collected from State,CGST,16629.6807436,amount in rupees crores,
2019-20,2019,September,All India,GST collected from State,IGST,22971.8584018,amount in rupees crores,
2019-20,2019,September,All India,GST collected from State,SGST,22597.6586643,amount in rupees crores,
2019-20,2019,September,Sikkim,GST collected from State,CGST,11.255801,amount in rupees crores,
2019-20,2019,September,Manipur,GST collected from State,CGST,15.1050683,amount in rupees crores,
2019-20,2019,September,Kerala,GST collected from State,CGST,441.281185,amount in rupees crores,
2019-20,2019,September,Mizoram,GST collected from State,CGST,6.3164321,amount in rupees crores,
2019-20,2019,September,Lakshadweep,GST collected from State,CGST,0.7393661,amount in rupees crores,
2019-20,2019,September,Goa,GST collected from State,CGST,71.6310198,amount in rupees crores,
2019-20,2019,September,Karnataka,GST collected from State,CGST,1522.2369258,amount in rupees crores,
2019-20,2019,September,Maharashtra,GST collected from State,CGST,3609.682924,amount in rupees crores,
2019-20,2019,September,Dadra and Nagar Haveli,GST collected from State,CGST,16.1694986,amount in rupees crores,
2019-20,2019,September,Daman and Diu,GST collected from State,CGST,8.7799598,amount in rupees crores,
2019-20,2019,September,Gujarat,GST collected from State,CGST,1543.1926889,amount in rupees crores,
2019-20,2019,September,Madhya Pradesh,GST collected from State,CGST,445.8608252,amount in rupees crores,
2019-20,2019,September,Chhattisgarh,GST collected from State,CGST,295.3050475,amount in rupees crores,
2019-20,2019,September,Odisha,GST collected from State,CGST,473.8469468,amount in rupees crores,
2019-20,2019,September,Jharkhand,GST collected from State,CGST,279.6091601,amount in rupees crores,
2019-20,2019,September,West Bengal,GST collected from State,CGST,961.5096773,amount in rupees crores,
2019-20,2019,September,Assam,GST collected from State,CGST,242.5106092,amount in rupees crores,
2019-20,2019,September,Meghalaya,GST collected from State,CGST,15.0657057,amount in rupees crores,
2019-20,2019,September,Tripura,GST collected from State,CGST,18.3711542,amount in rupees crores,
2019-20,2019,September,Lakshadweep,GST collected from State,SGST,0.8448718,amount in rupees crores,
2019-20,2019,September,Goa,GST collected from State,SGST,109.4998851,amount in rupees crores,
2019-20,2019,September,Tamil Nadu,GST collected from State,SGST,2135.1507663,amount in rupees crores,
2019-20,2019,September,Uttar Pradesh,GST collected from State,CESS,1147.4099541,amount in rupees crores,
2019-20,2019,September,Meghalaya,GST collected from State,CESS,1.7723842,amount in rupees crores,
2019-20,2019,September,Tripura,GST collected from State,CESS,0.2299804,amount in rupees crores,
2019-20,2019,September,Mizoram,GST collected from State,CESS,0.0975072,amount in rupees crores,
2019-20,2019,September,Manipur,GST collected from State,CESS,0.1478377,amount in rupees crores,
2019-20,2019,September,Nagaland,GST collected from State,CESS,0.4175238,amount in rupees crores,
2019-20,2019,September,Arunachal Pradesh,GST collected from State,CESS,0.2168075,amount in rupees crores,
2019-20,2019,September,Sikkim,GST collected from State,CESS,0.0952874,amount in rupees crores,
2019-20,2019,September,Bihar,GST collected from State,CESS,184.8004098,amount in rupees crores,
2019-20,2019,September,Rajasthan,GST collected from State,CESS,131.1628823,amount in rupees crores,
2019-20,2019,September,West Bengal,GST collected from State,CESS,285.2310876,amount in rupees crores,
2019-20,2019,September,Delhi,GST collected from State,CESS,86.9713465,amount in rupees crores,
2019-20,2019,September,Haryana,GST collected from State,CESS,281.9887756,amount in rupees crores,
2019-20,2019,September,Uttarakhand,GST collected from State,CESS,10.479006,amount in rupees crores,
2019-20,2019,September,Chandigarh,GST collected from State,CESS,0.0956731,amount in rupees crores,
2019-20,2019,September,Punjab,GST collected from State,CESS,14.3591019,amount in rupees crores,
2019-20,2019,September,Himachal Pradesh,GST collected from State,CESS,0.91211,amount in rupees crores,
2019-20,2019,September,Jammu and Kashmir,GST collected from State,CESS,2.6980701,amount in rupees crores,
2019-20,2019,September,Central Jurisdiction,GST collected from State,IGST,34.8048396,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,September,Assam,GST collected from State,CESS,36.6848634,amount in rupees crores,
2019-20,2019,September,Jharkhand,GST collected from State,CESS,391.6734106,amount in rupees crores,
2019-20,2019,September,Ladakh,GST collected from State,IGST,0.0,amount in rupees crores,
2019-20,2019,September,Kerala,GST collected from State,CESS,5.7192613,amount in rupees crores,
2019-20,2019,September,Madhya Pradesh,GST collected from State,CESS,441.9615785,amount in rupees crores,
2019-20,2019,September,Puducherry,GST collected from State,SGST,30.9511668,amount in rupees crores,
2019-20,2019,September,Gujarat,GST collected from State,CESS,363.686043,amount in rupees crores,
2019-20,2019,September,Daman and Diu,GST collected from State,CESS,0.0088451,amount in rupees crores,
2019-20,2019,September,Dadra and Nagar Haveli,GST collected from State,CESS,0.029078,amount in rupees crores,
2019-20,2019,September,Maharashtra,GST collected from State,CESS,916.7808086,amount in rupees crores,
2019-20,2019,September,Karnataka,GST collected from State,CESS,779.8802616,amount in rupees crores,
2019-20,2019,September,Goa,GST collected from State,CESS,2.7550148,amount in rupees crores,
2019-20,2019,September,Tamil Nadu,GST collected from State,CESS,463.3661013,amount in rupees crores,
2019-20,2019,September,Odisha,GST collected from State,CESS,353.8969432,amount in rupees crores,
2019-20,2019,September,Puducherry,GST collected from State,CESS,0.3634916,amount in rupees crores,
2019-20,2019,September,Andaman and Nicobar Islands,GST collected from State,CESS,0.0006188,amount in rupees crores,
2019-20,2019,September,Telangana,GST collected from State,CESS,501.201113,amount in rupees crores,
2019-20,2019,September,Andhra Pradesh,GST collected from State,CESS,104.6135326,amount in rupees crores,
2019-20,2019,September,Ladakh,GST collected from State,CESS,0.0,amount in rupees crores,
2019-20,2019,September,Other Territory,GST collected from State,CESS,0.0,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,September,Central Jurisdiction,GST collected from State,CESS,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,September,Chhattisgarh,GST collected from State,CESS,380.1378026,amount in rupees crores,
2019-20,2019,September,Other Territory,GST collected from State,IGST,119.8568796,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,September,Lakshadweep,GST collected from State,CESS,0.0,amount in rupees crores,
2019-20,2019,September,Andhra Pradesh,GST collected from State,IGST,746.1622988,amount in rupees crores,
2019-20,2019,September,Uttarakhand,GST collected from State,IGST,533.9840556,amount in rupees crores,
2019-20,2019,September,Nagaland,GST collected from State,IGST,4.5123298,amount in rupees crores,
2019-20,2019,September,Arunachal Pradesh,GST collected from State,IGST,3.4413666,amount in rupees crores,
2019-20,2019,September,Sikkim,GST collected from State,IGST,181.4146049,amount in rupees crores,
2019-20,2019,September,Bihar,GST collected from State,IGST,107.1241327,amount in rupees crores,
2019-20,2019,September,Uttar Pradesh,GST collected from State,IGST,1253.9089072,amount in rupees crores,
2019-20,2019,September,Rajasthan,GST collected from State,IGST,660.6227156,amount in rupees crores,
2019-20,2019,September,Delhi,GST collected from State,IGST,1667.6708253,amount in rupees crores,
2019-20,2019,September,Haryana,GST collected from State,IGST,2053.9318374,amount in rupees crores,
2019-20,2019,September,Chandigarh,GST collected from State,IGST,86.4661555,amount in rupees crores,
2019-20,2019,September,Mizoram,GST collected from State,IGST,12.7980913,amount in rupees crores,
2019-20,2019,September,Punjab,GST collected from State,IGST,370.671376,amount in rupees crores,
2019-20,2019,September,Himachal Pradesh,GST collected from State,IGST,383.6240004,amount in rupees crores,
2019-20,2019,September,Jammu and Kashmir,GST collected from State,IGST,117.471731,amount in rupees crores,
2019-20,2019,September,Central Jurisdiction,GST collected from State,SGST,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,September,Ladakh,GST collected from State,SGST,0.0,amount in rupees crores,
2019-20,2019,September,Andhra Pradesh,GST collected from State,SGST,660.4617967,amount in rupees crores,
2019-20,2019,September,Telangana,GST collected from State,IGST,781.1499856,amount in rupees crores,
2019-20,2019,September,Telangana,GST collected from State,SGST,916.2149374,amount in rupees crores,
2019-20,2019,September,Manipur,GST collected from State,IGST,2.9044416,amount in rupees crores,
2019-20,2019,September,Other Territory,GST collected from State,SGST,7.0591655,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,September,Tripura,GST collected from State,IGST,6.5158108,amount in rupees crores,
2019-20,2019,September,Maharashtra,GST collected from State,IGST,4647.0602485,amount in rupees crores,
2019-20,2019,September,Andaman and Nicobar Islands,GST collected from State,IGST,2.1511087,amount in rupees crores,
2019-20,2019,September,Puducherry,GST collected from State,IGST,99.6004159,amount in rupees crores,
2019-20,2019,September,Meghalaya,GST collected from State,IGST,68.2301093,amount in rupees crores,
2019-20,2019,September,Tamil Nadu,GST collected from State,IGST,1541.5582583,amount in rupees crores,
2019-20,2019,September,Kerala,GST collected from State,IGST,258.9696908,amount in rupees crores,
2019-20,2019,September,Lakshadweep,GST collected from State,IGST,0.0928546,amount in rupees crores,
2019-20,2019,September,Goa,GST collected from State,IGST,127.5808989,amount in rupees crores,
2019-20,2019,September,Karnataka,GST collected from State,IGST,1985.9788124,amount in rupees crores,
2019-20,2019,September,Andaman and Nicobar Islands,GST collected from State,SGST,10.0177118,amount in rupees crores,
2019-20,2019,September,Dadra and Nagar Haveli,GST collected from State,IGST,87.3230737,amount in rupees crores,
2019-20,2019,September,Chhattisgarh,GST collected from State,IGST,438.9375486,amount in rupees crores,
2019-20,2019,September,West Bengal,GST collected from State,IGST,745.3794816,amount in rupees crores,
2019-20,2019,September,Jharkhand,GST collected from State,IGST,462.730291,amount in rupees crores,
2019-20,2019,September,Odisha,GST collected from State,IGST,577.0989536,amount in rupees crores,
2019-20,2019,September,Assam,GST collected from State,IGST,245.0929168,amount in rupees crores,
2019-20,2019,September,Gujarat,GST collected from State,IGST,1901.5306437,amount in rupees crores,
2019-20,2019,September,Daman and Diu,GST collected from State,IGST,67.9407652,amount in rupees crores,
2019-20,2019,September,Madhya Pradesh,GST collected from State,IGST,585.5659449,amount in rupees crores,
2019-20,2019,August,Andaman and Nicobar Islands,GST collected from State,CGST,9.9652544,amount in rupees crores,
2019-20,2019,August,Rajasthan,GST collected from State,SGST,954.2772046,amount in rupees crores,
2019-20,2019,August,Delhi,GST collected from State,SGST,943.4491171,amount in rupees crores,
2019-20,2019,August,Haryana,GST collected from State,SGST,1138.2407552,amount in rupees crores,
2019-20,2019,August,Uttarakhand,GST collected from State,SGST,316.2283425,amount in rupees crores,
2019-20,2019,August,Chandigarh,GST collected from State,SGST,44.4902599,amount in rupees crores,
2019-20,2019,August,Punjab,GST collected from State,SGST,494.5268207,amount in rupees crores,
2019-20,2019,August,Himachal Pradesh,GST collected from State,SGST,145.6225789,amount in rupees crores,
2019-20,2019,August,Jammu and Kashmir,GST collected from State,SGST,111.4586285,amount in rupees crores,
2019-20,2019,August,Central Jurisdiction,GST collected from State,CGST,0.0,amount in rupees crores,"state: State Code 99 reprents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2019-20,2019,August,Bihar,GST collected from State,SGST,453.3333408,amount in rupees crores,
2019-20,2019,August,Other Territory,GST collected from State,CGST,11.7885834,amount in rupees crores,state: Represents territories other than States/UTs
2019-20,2019,August,Ladakh,GST collected from State,CGST,0.0,amount in rupees crores,
2019-20,2019,August,Andhra Pradesh,GST collected from State,CGST,499.9749355,amount in rupees crores,
